eventId,name,description,type,peoplecount,agerecommended,daysleft,location
494,Event494,description494,entertainment|freeentry|food,199,22,28,Kadapa
495,Event495,description495,competition|entertainment|dance,500,40,9,Kannur
496,Event496,description496,entertainment|technology,467,35,36,Thanjavur
497,Event497,description497,infotainment|music,342,41,40,Karur
498,Event498,description498,technology|entertainment|infotainment,346,43,12,Chennai
499,Event499,description499,freeentry,466,44,29,Hassan
500,Event500,description500,entertainment,199,1,9,Nellore
501,Event501,description501,infotainment|technology|food,446,7,29,Palakkad
502,Event502,description502,food,214,48,16,Karaikudi
503,Event503,description503,music|technology|outdoor,189,11,16,Davangere
504,Event504,description504,sports|online,55,49,38,Kottayam
505,Event505,description505,online,55,45,11,Vijayawada
506,Event506,description506,entertainment,304,43,7,Davangere
507,Event507,description507,food|freeentry|infotainment,157,42,40,Gulbarga
508,Event508,description508,online|competition|freeentry,148,36,27,Warangal
509,Event509,description509,technology|entertainment,345,8,31,Hyderabad
510,Event510,description510,online,338,43,34,Hassan
511,Event511,description511,freeentry,354,37,40,Visakhapatnam
512,Event512,description512,competition,286,40,1,Davangere
513,Event513,description513,food,268,43,3,Kannur
514,Event514,description514,online|outdoor|freeentry,143,45,25,Karaikudi
515,Event515,description515,music|infotainment,119,25,20,Thanjavur
516,Event516,description516,freeentry|food,447,11,26,Thiruvananthapuram
517,Event517,description517,freeentry,272,47,35,Bangalore
518,Event518,description518,entertainment|food,465,33,38,Mysore
519,Event519,description519,competition|technology|infotainment,117,45,31,Kozhikode
520,Event520,description520,sports,209,3,24,Tiruppur
521,Event521,description521,food|outdoor,446,48,9,Gulbarga
522,Event522,description522,outdoor,50,1,31,Hosur
523,Event523,description523,sports|freeentry,345,37,23,Pathanamthitta
524,Event524,description524,online|dance,497,37,8,Tumkur
525,Event525,description525,music|freeentry|entertainment,286,42,32,Hyderabad
526,Event526,description526,outdoor|online|freeentry,88,21,24,Chittoor
527,Event527,description527,music|entertainment,61,18,25,Vijayawada
528,Event528,description528,freeentry,375,39,8,Kozhikode
529,Event529,description529,entertainment|online|sports,478,20,39,Mangalore
530,Event530,description530,online|technology|dance,366,39,2,Madurai
531,Event531,description531,technology|infotainment|food,381,38,24,Kasargod
532,Event532,description532,outdoor|entertainment,142,32,10,Shimoga
533,Event533,description533,freeentry|outdoor|technology,245,44,14,Bangalore
534,Event534,description534,sports|entertainment|competition,486,7,6,Kozhikode
535,Event535,description535,music|sports|technology,158,11,27,Kasargod
536,Event536,description536,technology|infotainment|online,73,6,36,Chennai
537,Event537,description537,infotainment,246,6,34,Kozhikode
538,Event538,description538,sports,82,48,32,Kurnool
539,Event539,description539,freeentry|outdoor,94,36,12,Bellary
540,Event540,description540,food,146,34,7,Tiruppur
541,Event541,description541,freeentry|food,222,43,11,Mangalore
542,Event542,description542,technology,475,8,38,Karur
543,Event543,description543,entertainment|technology|outdoor,43,23,30,Warangal
544,Event544,description544,freeentry|competition,158,9,27,Davangere
545,Event545,description545,sports|entertainment,57,2,5,Alappuzha
546,Event546,description546,sports,109,1,8,Kochi
547,Event547,description547,competition,184,22,20,Tiruchirappalli
548,Event548,description548,dance|freeentry|music,362,31,6,Tiruchirappalli
549,Event549,description549,food|competition,440,10,14,Mysore
550,Event550,description550,infotainment|entertainment|dance,419,41,2,Shimoga
551,Event551,description551,infotainment|competition|online,321,27,20,Kollam
552,Event552,description552,outdoor|technology,219,12,26,Karaikudi
553,Event553,description553,sports,120,46,22,Kasargod
554,Event554,description554,outdoor,97,5,25,Karaikudi
555,Event555,description555,food,67,31,24,Pathanamthitta
556,Event556,description556,technology|dance|outdoor,299,28,16,Hosur
557,Event557,description557,sports|outdoor|technology,306,28,14,Karaikudi
558,Event558,description558,technology|freeentry,75,14,29,Anantapur
559,Event559,description559,online|food,314,39,8,Madurai
560,Event560,description560,online|freeentry,316,43,10,Mangalore
561,Event561,description561,sports|competition,273,28,10,Thanjavur
562,Event562,description562,food|infotainment|online,451,22,31,Gulbarga
563,Event563,description563,food,207,35,32,Chennai
564,Event564,description564,food,371,47,30,Kadapa
565,Event565,description565,sports|technology|freeentry,307,8,31,Kozhikode
566,Event566,description566,freeentry,377,2,30,Salem
567,Event567,description567,outdoor,415,31,12,Mandya
568,Event568,description568,entertainment|infotainment,361,17,29,Belgaum
569,Event569,description569,entertainment|sports,157,35,29,Kottayam
570,Event570,description570,technology|food|dance,228,4,34,Kolar
571,Event571,description571,online,396,3,37,Kozhikode
572,Event572,description572,freeentry,153,12,10,Chittoor
573,Event573,description573,entertainment|technology,478,37,32,Kurnool
574,Event574,description574,food|infotainment|music,293,12,6,Shimoga
575,Event575,description575,freeentry|food,200,39,7,Davangere
576,Event576,description576,freeentry|online,385,43,10,Alappuzha
577,Event577,description577,competition|technology,256,48,32,Kurnool
578,Event578,description578,online|music,225,22,32,Kolar
579,Event579,description579,food,360,10,17,Kurnool
580,Event580,description580,competition,51,10,33,Hassan
581,Event581,description581,technology,464,43,33,Chikkamagaluru
582,Event582,description582,entertainment|technology|food,204,1,29,Mysore
583,Event583,description583,entertainment|sports,87,33,13,Kozhikode
584,Event584,description584,entertainment,416,5,37,Mangalore
585,Event585,description585,online,140,22,39,Mandya
586,Event586,description586,food,319,35,3,Belgaum
587,Event587,description587,competition|infotainment,51,7,22,Kadapa
588,Event588,description588,competition,316,49,30,Chikkamagaluru
589,Event589,description589,dance|outdoor|sports,32,22,15,Bangalore
590,Event590,description590,online|entertainment,81,31,10,Ooty
591,Event591,description591,outdoor|freeentry,361,14,30,Salem
592,Event592,description592,food|sports|entertainment,356,36,28,Guntur
593,Event593,description593,infotainment,36,49,11,Kochi
594,Event594,description594,sports|technology,317,38,22,Warangal
595,Event595,description595,infotainment|online|music,327,6,14,Hosur
596,Event596,description596,sports|music,48,7,20,Madurai
597,Event597,description597,technology|music|food,139,17,18,Karur
598,Event598,description598,food,163,19,24,Kolar
599,Event599,description599,online|dance|sports,402,49,30,Anantapur
600,Event600,description600,competition|dance|music,73,47,15,Madurai
601,Event601,description601,competition,148,25,6,Visakhapatnam
602,Event602,description602,sports|dance|competition,168,13,7,Kasargod
603,Event603,description603,infotainment|freeentry,425,2,16,Bangalore
604,Event604,description604,freeentry|outdoor,186,7,40,Kakinada
605,Event605,description605,infotainment,478,40,19,Rajahmundry
606,Event606,description606,infotainment|music|competition,434,50,29,Bangalore
607,Event607,description607,food|freeentry|online,253,22,30,Belgaum
608,Event608,description608,freeentry,393,10,34,Palakkad
609,Event609,description609,infotainment|dance|food,209,30,4,Kozhikode
610,Event610,description610,food,103,21,40,Kakinada
611,Event611,description611,dance|outdoor|online,213,15,23,Tiruchirappalli
612,Event612,description612,entertainment|dance,256,50,22,Madurai
613,Event613,description613,entertainment,359,26,12,Tumkur
614,Event614,description614,competition|music|technology,134,2,27,Chikkamagaluru
615,Event615,description615,sports,360,36,23,Karaikudi
616,Event616,description616,outdoor|technology,322,22,5,Hassan
617,Event617,description617,entertainment|competition,292,17,12,Thanjavur
618,Event618,description618,food|entertainment|infotainment,243,10,26,Kadapa
619,Event619,description619,freeentry,191,30,14,Kasargod
620,Event620,description620,infotainment|outdoor,333,9,11,Chikkamagaluru
621,Event621,description621,competition|online|outdoor,290,19,31,Kollam
622,Event622,description622,online,349,43,30,Thanjavur
623,Event623,description623,infotainment|outdoor,239,26,5,Kurnool
624,Event624,description624,infotainment|outdoor,102,6,3,Tiruppur
625,Event625,description625,infotainment,233,27,18,Bellary
626,Event626,description626,infotainment|sports,461,11,33,Pathanamthitta
627,Event627,description627,competition|outdoor,171,42,6,Nellore
628,Event628,description628,technology|infotainment,131,15,36,Mysore
629,Event629,description629,sports|competition|freeentry,277,42,36,Hassan
630,Event630,description630,outdoor|dance|competition,286,20,5,Karur
631,Event631,description631,entertainment|dance|food,67,9,18,Kakinada
632,Event632,description632,competition|technology|entertainment,252,35,15,Bellary
633,Event633,description633,infotainment|entertainment|online,204,29,39,Kollam
634,Event634,description634,entertainment|sports,420,2,2,Kannur
635,Event635,description635,entertainment|sports|online,470,1,24,Chennai
636,Event636,description636,freeentry|music|sports,423,35,12,Shimoga
637,Event637,description637,competition|technology|entertainment,172,49,1,Visakhapatnam
638,Event638,description638,dance,31,39,25,Nellore
639,Event639,description639,online,239,5,39,Chittoor
640,Event640,description640,sports|food|online,404,14,34,Kannur
641,Event641,description641,music|freeentry|sports,174,43,17,Mandya
642,Event642,description642,outdoor|sports,408,39,5,Rajahmundry
643,Event643,description643,technology|online|outdoor,65,3,26,Kolar
644,Event644,description644,technology|dance|online,398,7,14,Chennai
645,Event645,description645,freeentry|music,226,6,23,Nellore
646,Event646,description646,outdoor|technology,414,23,8,Tiruchirappalli
647,Event647,description647,outdoor|food,341,32,30,Hosur
648,Event648,description648,online|outdoor,76,9,37,Hyderabad
649,Event649,description649,infotainment|dance|sports,466,12,5,Kozhikode
650,Event650,description650,technology|sports,497,10,40,Bellary
651,Event651,description651,dance|online|infotainment,290,28,10,Tiruchirappalli
652,Event652,description652,online|entertainment|infotainment,254,42,15,Davangere
653,Event653,description653,sports|online,68,37,36,Warangal
654,Event654,description654,outdoor|infotainment,19,48,9,Kannur
655,Event655,description655,infotainment,198,32,4,Nizamabad
656,Event656,description656,food|entertainment|music,262,26,12,Kozhikode
657,Event657,description657,technology|dance|entertainment,205,40,33,Visakhapatnam
658,Event658,description658,music|food|freeentry,348,14,35,Chennai
659,Event659,description659,competition|entertainment|food,390,12,34,Bellary
660,Event660,description660,sports,282,44,38,Kollam
661,Event661,description661,outdoor|entertainment,462,11,10,Belgaum
662,Event662,description662,sports,14,1,16,Shimoga
663,Event663,description663,technology|freeentry|music,489,6,31,Mandya
664,Event664,description664,technology,482,41,11,Kasargod
665,Event665,description665,technology|sports|infotainment,267,39,5,Visakhapatnam
666,Event666,description666,competition|music,426,1,34,Guntur
667,Event667,description667,infotainment|dance|entertainment,373,10,32,Kollam
668,Event668,description668,outdoor,351,13,9,Anantapur
669,Event669,description669,dance|food,444,37,34,Karur
670,Event670,description670,sports|freeentry|food,238,34,1,Chikkamagaluru
671,Event671,description671,food|freeentry|online,315,3,14,Visakhapatnam
672,Event672,description672,online|infotainment,11,42,3,Karaikudi
673,Event673,description673,competition|technology,228,10,33,Bangalore
674,Event674,description674,music|food,381,21,14,Thanjavur
675,Event675,description675,music|online,345,10,6,Chikkamagaluru
676,Event676,description676,technology|competition,14,11,34,Kakinada
677,Event677,description677,outdoor|entertainment|freeentry,448,9,4,Kochi
678,Event678,description678,outdoor,51,38,37,Ooty
679,Event679,description679,infotainment,36,9,34,Chittoor
680,Event680,description680,freeentry|music,211,36,29,Kottayam
681,Event681,description681,music|freeentry,325,12,7,Tiruppur
682,Event682,description682,entertainment|food,165,12,24,Bellary
683,Event683,description683,competition,245,28,37,Kottayam
684,Event684,description684,technology|freeentry|outdoor,344,20,3,Kannur
685,Event685,description685,outdoor|food|technology,394,45,16,Madurai
686,Event686,description686,online|entertainment,204,22,34,Madurai
687,Event687,description687,dance|online,464,15,8,Mangalore
688,Event688,description688,dance|food|sports,219,6,8,Kurnool
689,Event689,description689,outdoor,468,11,26,Mangalore
690,Event690,description690,outdoor|sports,350,40,26,Thrissur
691,Event691,description691,technology|freeentry|food,320,45,24,Alappuzha
692,Event692,description692,food|freeentry|technology,206,48,13,Coimbatore
693,Event693,description693,infotainment|dance|freeentry,77,23,40,Kurnool
694,Event694,description694,music|food,31,37,11,Tumkur
695,Event695,description695,infotainment,78,47,19,Hassan
696,Event696,description696,food,47,45,26,Tiruchirappalli
